Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Product_Navigation,Edge Chromium 124,,,21-04-2024 15:36:04,21-04-2024 15:36:53,48.026s,PASSED
,,,,,,,
Test Cases/Swag_Labs/Product_Navigation,Edge Chromium 124,,,21-04-2024 15:36:05,21-04-2024 15:36:53,47.842s,PASSED
"callTestCase(findTestCase(""Swag_Labs/Swag_Login""), [:], STOP_ON_FAILURE)",Edge Chromium 124,,,21-04-2024 15:36:05,21-04-2024 15:36:16,11.076s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/div_Sauce Labs Backpack""))",Edge Chromium 124,,,21-04-2024 15:36:16,21-04-2024 15:36:17,0.641s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/inventory-item.html?id=4"")",Edge Chromium 124,,,21-04-2024 15:36:17,21-04-2024 15:36:17,0.104s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/img_- Back_inventory_details_img""))",Edge Chromium 124,,,21-04-2024 15:36:17,21-04-2024 15:36:17,0.482s,PASSED
"verifyElementText(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/div_Sauce Labs Backpack""), ""Sauce Labs Backpack"")",Edge Chromium 124,,,21-04-2024 15:36:17,21-04-2024 15:36:49,31.633s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/div_Swag Labs""))",Edge Chromium 124,,,21-04-2024 15:36:49,21-04-2024 15:36:49,0.399s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/button_Open Menu""))",Edge Chromium 124,,,21-04-2024 15:36:49,21-04-2024 15:36:50,0.407s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/a_All Items""))",Edge Chromium 124,,,21-04-2024 15:36:50,21-04-2024 15:36:50,0.509s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/div_Sauce Labs Fleece JacketIts not every d_e9a1b2""))",Edge Chromium 124,,,21-04-2024 15:36:50,21-04-2024 15:36:51,0.385s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/img_ADD TO CART_inventory_item_img""))",Edge Chromium 124,,,21-04-2024 15:36:51,21-04-2024 15:36:51,0.524s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/button_Open Menu""))",Edge Chromium 124,,,21-04-2024 15:36:51,21-04-2024 15:36:52,0.417s,PASSED
"click(findTestObject(""Object Repository/Product_Navigation/Page_Swag Labs/a_Logout""))",Edge Chromium 124,,,21-04-2024 15:36:52,21-04-2024 15:36:52,0.483s,PASSED
closeBrowser(),Edge Chromium 124,,,21-04-2024 15:36:52,21-04-2024 15:36:53,0.402s,PASSED
