Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_AddToCart,Edge Chromium 124,,,21-04-2024 16:56:24,21-04-2024 16:56:47,23.564s,PASSED
,,,,,,,
Test Cases/Swag_Labs/AddToCart,Edge Chromium 124,,,21-04-2024 16:56:24,21-04-2024 16:56:47,23.340s,PASSED
"callTestCase(findTestCase(""Swag_Labs/Swag_Login""), [:], STOP_ON_FAILURE)",Edge Chromium 124,,,21-04-2024 16:56:24,21-04-2024 16:56:36,12.005s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/button_ADD TO CART""), 0)",Edge Chromium 124,,,21-04-2024 16:56:36,21-04-2024 16:56:37,0.567s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,21-04-2024 16:56:37,21-04-2024 16:56:37,0.485s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/svg_Open Menu_svg-inline--fa fa-shopping-ca_f4ec0f""))",Edge Chromium 124,,,21-04-2024 16:56:37,21-04-2024 16:56:38,0.724s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/cart.html"")",Edge Chromium 124,,,21-04-2024 16:56:38,21-04-2024 16:56:38,0.112s,PASSED
"rightClick(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/path""))",Edge Chromium 124,,,21-04-2024 16:56:38,21-04-2024 16:56:41,3.099s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/div_Sauce Labs Backpack""))",Edge Chromium 124,,,21-04-2024 16:56:41,21-04-2024 16:56:42,0.556s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/path""))",Edge Chromium 124,,,21-04-2024 16:56:42,21-04-2024 16:56:45,2.948s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/span_1""), 0)",Edge Chromium 124,,,21-04-2024 16:56:45,21-04-2024 16:56:45,0.505s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/a_Continue Shopping""))",Edge Chromium 124,,,21-04-2024 16:56:45,21-04-2024 16:56:46,0.540s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/button_Open Menu""))",Edge Chromium 124,,,21-04-2024 16:56:46,21-04-2024 16:56:46,0.470s,PASSED
"click(findTestObject(""Object Repository/Swag_AddToCart/Page_Swag Labs/a_Logout""))",Edge Chromium 124,,,21-04-2024 16:56:46,21-04-2024 16:56:47,0.525s,PASSED
closeBrowser(),Edge Chromium 124,,,21-04-2024 16:56:47,21-04-2024 16:56:47,0.405s,PASSED
